"time","datetime","location","element","cloud(%)"
1648328400000,2022-03-29T00:30:00+09:00,yaoko00006,cloud,52
1648328400000,2022-03-29T01:00:00+09:00,yaoko00006,cloud,57
1648328400000,2022-03-29T01:30:00+09:00,yaoko00006,cloud,59
1648328400000,2022-03-29T02:00:00+09:00,yaoko00006,cloud,61
1648328400000,2022-03-29T02:30:00+09:00,yaoko00006,cloud,60
1648328400000,2022-03-29T03:00:00+09:00,yaoko00006,cloud,60
1648328400000,2022-03-29T03:30:00+09:00,yaoko00006,cloud,57
1648328400000,2022-03-29T04:00:00+09:00,yaoko00006,cloud,54
1648328400000,2022-03-29T04:30:00+09:00,yaoko00006,cloud,54
1648328400000,2022-03-29T05:00:00+09:00,yaoko00006,cloud,54
1648328400000,2022-03-29T05:30:00+09:00,yaoko00006,cloud,52
1648328400000,2022-03-29T06:00:00+09:00,yaoko00006,cloud,50
1648328400000,2022-03-29T06:30:00+09:00,yaoko00006,cloud,54
1648328400000,2022-03-29T07:00:00+09:00,yaoko00006,cloud,58
1648328400000,2022-03-29T07:30:00+09:00,yaoko00006,cloud,64
1648328400000,2022-03-29T08:00:00+09:00,yaoko00006,cloud,70
1648328400000,2022-03-29T08:30:00+09:00,yaoko00006,cloud,66
1648328400000,2022-03-29T09:00:00+09:00,yaoko00006,cloud,63
1648328400000,2022-03-29T09:30:00+09:00,yaoko00006,cloud,55
1648328400000,2022-03-29T10:00:00+09:00,yaoko00006,cloud,48
1648328400000,2022-03-29T10:30:00+09:00,yaoko00006,cloud,53
1648328400000,2022-03-29T11:00:00+09:00,yaoko00006,cloud,57
1648328400000,2022-03-29T11:30:00+09:00,yaoko00006,cloud,53
1648328400000,2022-03-29T12:00:00+09:00,yaoko00006,cloud,49
1648328400000,2022-03-29T12:30:00+09:00,yaoko00006,cloud,51
1648328400000,2022-03-29T13:00:00+09:00,yaoko00006,cloud,53
1648328400000,2022-03-29T13:30:00+09:00,yaoko00006,cloud,58
1648328400000,2022-03-29T14:00:00+09:00,yaoko00006,cloud,64
1648328400000,2022-03-29T14:30:00+09:00,yaoko00006,cloud,68
1648328400000,2022-03-29T15:00:00+09:00,yaoko00006,cloud,71
1648328400000,2022-03-29T15:30:00+09:00,yaoko00006,cloud,65
1648328400000,2022-03-29T16:00:00+09:00,yaoko00006,cloud,59
1648328400000,2022-03-29T16:30:00+09:00,yaoko00006,cloud,51
1648328400000,2022-03-29T17:00:00+09:00,yaoko00006,cloud,43
1648328400000,2022-03-29T17:30:00+09:00,yaoko00006,cloud,57
1648328400000,2022-03-29T18:00:00+09:00,yaoko00006,cloud,71
1648328400000,2022-03-29T18:30:00+09:00,yaoko00006,cloud,83
1648328400000,2022-03-29T19:00:00+09:00,yaoko00006,cloud,94
1648328400000,2022-03-29T19:30:00+09:00,yaoko00006,cloud,96
1648328400000,2022-03-29T20:00:00+09:00,yaoko00006,cloud,98
1648328400000,2022-03-29T20:30:00+09:00,yaoko00006,cloud,98
1648328400000,2022-03-29T21:00:00+09:00,yaoko00006,cloud,97
1648328400000,2022-03-29T21:30:00+09:00,yaoko00006,cloud,90
1648328400000,2022-03-29T22:00:00+09:00,yaoko00006,cloud,83
1648328400000,2022-03-29T22:30:00+09:00,yaoko00006,cloud,72
1648328400000,2022-03-29T23:00:00+09:00,yaoko00006,cloud,61
1648328400000,2022-03-29T23:30:00+09:00,yaoko00006,cloud,65
1648414800000,2022-03-30T00:00:00+09:00,yaoko00006,cloud,88
1648414800000,2022-03-30T00:30:00+09:00,yaoko00006,cloud,78
1648414800000,2022-03-30T01:00:00+09:00,yaoko00006,cloud,69
1648414800000,2022-03-30T01:30:00+09:00,yaoko00006,cloud,70
1648414800000,2022-03-30T02:00:00+09:00,yaoko00006,cloud,72
1648414800000,2022-03-30T02:30:00+09:00,yaoko00006,cloud,74
1648414800000,2022-03-30T03:00:00+09:00,yaoko00006,cloud,75
1648414800000,2022-03-30T03:30:00+09:00,yaoko00006,cloud,74
1648414800000,2022-03-30T04:00:00+09:00,yaoko00006,cloud,73
1648414800000,2022-03-30T04:30:00+09:00,yaoko00006,cloud,70
1648414800000,2022-03-30T05:00:00+09:00,yaoko00006,cloud,67
1648414800000,2022-03-30T05:30:00+09:00,yaoko00006,cloud,67
1648414800000,2022-03-30T06:00:00+09:00,yaoko00006,cloud,66
1648414800000,2022-03-30T06:30:00+09:00,yaoko00006,cloud,63
1648414800000,2022-03-30T07:00:00+09:00,yaoko00006,cloud,61
1648414800000,2022-03-30T07:30:00+09:00,yaoko00006,cloud,58
1648414800000,2022-03-30T08:00:00+09:00,yaoko00006,cloud,56
1648414800000,2022-03-30T08:30:00+09:00,yaoko00006,cloud,52
1648414800000,2022-03-30T09:00:00+09:00,yaoko00006,cloud,49
1648414800000,2022-03-30T09:30:00+09:00,yaoko00006,cloud,50
1648414800000,2022-03-30T10:00:00+09:00,yaoko00006,cloud,50
1648414800000,2022-03-30T10:30:00+09:00,yaoko00006,cloud,50
1648414800000,2022-03-30T11:00:00+09:00,yaoko00006,cloud,49
1648414800000,2022-03-30T11:30:00+09:00,yaoko00006,cloud,47
1648414800000,2022-03-30T12:00:00+09:00,yaoko00006,cloud,45
1648414800000,2022-03-30T12:30:00+09:00,yaoko00006,cloud,42
1648414800000,2022-03-30T13:00:00+09:00,yaoko00006,cloud,39
1648414800000,2022-03-30T13:30:00+09:00,yaoko00006,cloud,44
1648414800000,2022-03-30T14:00:00+09:00,yaoko00006,cloud,48
1648414800000,2022-03-30T14:30:00+09:00,yaoko00006,cloud,54
1648414800000,2022-03-30T15:00:00+09:00,yaoko00006,cloud,59
1648414800000,2022-03-30T15:30:00+09:00,yaoko00006,cloud,60
1648414800000,2022-03-30T16:00:00+09:00,yaoko00006,cloud,61
1648414800000,2022-03-30T16:30:00+09:00,yaoko00006,cloud,63
1648414800000,2022-03-30T17:00:00+09:00,yaoko00006,cloud,66
1648414800000,2022-03-30T17:30:00+09:00,yaoko00006,cloud,76
1648414800000,2022-03-30T18:00:00+09:00,yaoko00006,cloud,85
1648414800000,2022-03-30T18:30:00+09:00,yaoko00006,cloud,90
1648414800000,2022-03-30T19:00:00+09:00,yaoko00006,cloud,96
1648414800000,2022-03-30T19:30:00+09:00,yaoko00006,cloud,96
1648414800000,2022-03-30T20:00:00+09:00,yaoko00006,cloud,96
1648414800000,2022-03-30T20:30:00+09:00,yaoko00006,cloud,96
1648414800000,2022-03-30T21:00:00+09:00,yaoko00006,cloud,95
1648414800000,2022-03-30T21:30:00+09:00,yaoko00006,cloud,94
1648414800000,2022-03-30T22:00:00+09:00,yaoko00006,cloud,92
1648414800000,2022-03-30T22:30:00+09:00,yaoko00006,cloud,86
1648414800000,2022-03-30T23:00:00+09:00,yaoko00006,cloud,79
1648414800000,2022-03-30T23:30:00+09:00,yaoko00006,cloud,76
1648501200000,2022-03-31T00:00:00+09:00,yaoko00006,cloud,53
1648501200000,2022-03-31T00:30:00+09:00,yaoko00006,cloud,54
1648501200000,2022-03-31T01:00:00+09:00,yaoko00006,cloud,55
1648501200000,2022-03-31T01:30:00+09:00,yaoko00006,cloud,67
1648501200000,2022-03-31T02:00:00+09:00,yaoko00006,cloud,79
1648501200000,2022-03-31T02:30:00+09:00,yaoko00006,cloud,80
1648501200000,2022-03-31T03:00:00+09:00,yaoko00006,cloud,80
1648501200000,2022-03-31T03:30:00+09:00,yaoko00006,cloud,79
1648501200000,2022-03-31T04:00:00+09:00,yaoko00006,cloud,77
1648501200000,2022-03-31T04:30:00+09:00,yaoko00006,cloud,80
1648501200000,2022-03-31T05:00:00+09:00,yaoko00006,cloud,83
1648501200000,2022-03-31T05:30:00+09:00,yaoko00006,cloud,86
1648501200000,2022-03-31T06:00:00+09:00,yaoko00006,cloud,89
1648501200000,2022-03-31T06:30:00+09:00,yaoko00006,cloud,92
1648501200000,2022-03-31T07:00:00+09:00,yaoko00006,cloud,95
1648501200000,2022-03-31T07:30:00+09:00,yaoko00006,cloud,97
1648501200000,2022-03-31T08:00:00+09:00,yaoko00006,cloud,99
1648501200000,2022-03-31T08:30:00+09:00,yaoko00006,cloud,99
1648501200000,2022-03-31T09:00:00+09:00,yaoko00006,cloud,100
1648501200000,2022-03-31T09:30:00+09:00,yaoko00006,cloud,98
1648501200000,2022-03-31T10:00:00+09:00,yaoko00006,cloud,96
1648501200000,2022-03-31T10:30:00+09:00,yaoko00006,cloud,86
1648501200000,2022-03-31T11:00:00+09:00,yaoko00006,cloud,75
1648501200000,2022-03-31T11:30:00+09:00,yaoko00006,cloud,57
1648501200000,2022-03-31T12:00:00+09:00,yaoko00006,cloud,40
1648501200000,2022-03-31T12:30:00+09:00,yaoko00006,cloud,49
1648501200000,2022-03-31T13:00:00+09:00,yaoko00006,cloud,59
1648501200000,2022-03-31T13:30:00+09:00,yaoko00006,cloud,72
1648501200000,2022-03-31T14:00:00+09:00,yaoko00006,cloud,85
1648501200000,2022-03-31T14:30:00+09:00,yaoko00006,cloud,89
1648501200000,2022-03-31T15:00:00+09:00,yaoko00006,cloud,92
1648501200000,2022-03-31T15:30:00+09:00,yaoko00006,cloud,91
1648501200000,2022-03-31T16:00:00+09:00,yaoko00006,cloud,90
1648501200000,2022-03-31T16:30:00+09:00,yaoko00006,cloud,92
1648501200000,2022-03-31T17:00:00+09:00,yaoko00006,cloud,95
1648501200000,2022-03-31T17:30:00+09:00,yaoko00006,cloud,97
1648501200000,2022-03-31T18:00:00+09:00,yaoko00006,cloud,98
1648501200000,2022-03-31T18:30:00+09:00,yaoko00006,cloud,99
1648501200000,2022-03-31T19:00:00+09:00,yaoko00006,cloud,100
1648501200000,2022-03-31T19:30:00+09:00,yaoko00006,cloud,96
1648501200000,2022-03-31T20:00:00+09:00,yaoko00006,cloud,93
1648501200000,2022-03-31T20:30:00+09:00,yaoko00006,cloud,91
1648501200000,2022-03-31T21:00:00+09:00,yaoko00006,cloud,89
1648501200000,2022-03-31T21:30:00+09:00,yaoko00006,cloud,87
1648501200000,2022-03-31T22:00:00+09:00,yaoko00006,cloud,85
1648501200000,2022-03-31T22:30:00+09:00,yaoko00006,cloud,83
1648501200000,2022-03-31T23:00:00+09:00,yaoko00006,cloud,81
1648501200000,2022-03-31T23:30:00+09:00,yaoko00006,cloud,75
1648587600000,2022-04-01T00:00:00+09:00,yaoko00006,cloud,85
1648587600000,2022-04-01T00:30:00+09:00,yaoko00006,cloud,84
1648587600000,2022-04-01T01:00:00+09:00,yaoko00006,cloud,82
1648587600000,2022-04-01T01:30:00+09:00,yaoko00006,cloud,84
1648587600000,2022-04-01T02:00:00+09:00,yaoko00006,cloud,85
1648587600000,2022-04-01T02:30:00+09:00,yaoko00006,cloud,82
1648587600000,2022-04-01T03:00:00+09:00,yaoko00006,cloud,78
1648587600000,2022-04-01T03:30:00+09:00,yaoko00006,cloud,82
1648587600000,2022-04-01T04:00:00+09:00,yaoko00006,cloud,87
1648587600000,2022-04-01T04:30:00+09:00,yaoko00006,cloud,89
1648587600000,2022-04-01T05:00:00+09:00,yaoko00006,cloud,91
1648587600000,2022-04-01T05:30:00+09:00,yaoko00006,cloud,95
1648587600000,2022-04-01T06:00:00+09:00,yaoko00006,cloud,100
1648587600000,2022-04-01T06:30:00+09:00,yaoko00006,cloud,95
1648587600000,2022-04-01T07:00:00+09:00,yaoko00006,cloud,91
1648587600000,2022-04-01T07:30:00+09:00,yaoko00006,cloud,65
1648587600000,2022-04-01T08:00:00+09:00,yaoko00006,cloud,39
1648587600000,2022-04-01T08:30:00+09:00,yaoko00006,cloud,21
1648587600000,2022-04-01T09:00:00+09:00,yaoko00006,cloud,3
1648587600000,2022-04-01T09:30:00+09:00,yaoko00006,cloud,1
1648587600000,2022-04-01T10:00:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T10:30:00+09:00,yaoko00006,cloud,2
1648587600000,2022-04-01T11:00:00+09:00,yaoko00006,cloud,5
1648587600000,2022-04-01T11:30:00+09:00,yaoko00006,cloud,13
1648587600000,2022-04-01T12:00:00+09:00,yaoko00006,cloud,21
1648587600000,2022-04-01T12:30:00+09:00,yaoko00006,cloud,28
1648587600000,2022-04-01T13:00:00+09:00,yaoko00006,cloud,36
1648587600000,2022-04-01T13:30:00+09:00,yaoko00006,cloud,36
1648587600000,2022-04-01T14:00:00+09:00,yaoko00006,cloud,36
1648587600000,2022-04-01T14:30:00+09:00,yaoko00006,cloud,22
1648587600000,2022-04-01T15:00:00+09:00,yaoko00006,cloud,8
1648587600000,2022-04-01T15:30:00+09:00,yaoko00006,cloud,4
1648587600000,2022-04-01T16:00:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T16:30:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T17:00:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T17:30:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T18:00:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T18:30:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T19:00:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T19:30:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T20:00:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T20:30:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T21:00:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T21:30:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T22:00:00+09:00,yaoko00006,cloud,0
1648587600000,2022-04-01T22:30:00+09:00,yaoko00006,cloud,9
1648587600000,2022-04-01T23:00:00+09:00,yaoko00006,cloud,18
1648587600000,2022-04-01T23:30:00+09:00,yaoko00006,cloud,19
1648674000000,2022-04-02T00:00:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T00:30:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T01:00:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T01:30:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T02:00:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T02:30:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T03:00:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T03:30:00+09:00,yaoko00006,cloud,1
1648674000000,2022-04-02T04:00:00+09:00,yaoko00006,cloud,3
1648674000000,2022-04-02T04:30:00+09:00,yaoko00006,cloud,16
1648674000000,2022-04-02T05:00:00+09:00,yaoko00006,cloud,28
1648674000000,2022-04-02T05:30:00+09:00,yaoko00006,cloud,31
1648674000000,2022-04-02T06:00:00+09:00,yaoko00006,cloud,34
1648674000000,2022-04-02T06:30:00+09:00,yaoko00006,cloud,33
1648674000000,2022-04-02T07:00:00+09:00,yaoko00006,cloud,32
1648674000000,2022-04-02T07:30:00+09:00,yaoko00006,cloud,29
1648674000000,2022-04-02T08:00:00+09:00,yaoko00006,cloud,26
1648674000000,2022-04-02T08:30:00+09:00,yaoko00006,cloud,28
1648674000000,2022-04-02T09:00:00+09:00,yaoko00006,cloud,29
1648674000000,2022-04-02T09:30:00+09:00,yaoko00006,cloud,35
1648674000000,2022-04-02T10:00:00+09:00,yaoko00006,cloud,40
1648674000000,2022-04-02T10:30:00+09:00,yaoko00006,cloud,45
1648674000000,2022-04-02T11:00:00+09:00,yaoko00006,cloud,50
1648674000000,2022-04-02T11:30:00+09:00,yaoko00006,cloud,47
1648674000000,2022-04-02T12:00:00+09:00,yaoko00006,cloud,45
1648674000000,2022-04-02T12:30:00+09:00,yaoko00006,cloud,43
1648674000000,2022-04-02T13:00:00+09:00,yaoko00006,cloud,40
1648674000000,2022-04-02T13:30:00+09:00,yaoko00006,cloud,34
1648674000000,2022-04-02T14:00:00+09:00,yaoko00006,cloud,28
1648674000000,2022-04-02T14:30:00+09:00,yaoko00006,cloud,15
1648674000000,2022-04-02T15:00:00+09:00,yaoko00006,cloud,1
1648674000000,2022-04-02T15:30:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T16:00:00+09:00,yaoko00006,cloud,0
1648674000000,2022-04-02T16:30:00+09:00,yaoko00006,cloud,5
1648674000000,2022-04-02T17:00:00+09:00,yaoko00006,cloud,10
1648674000000,2022-04-02T17:30:00+09:00,yaoko00006,cloud,20
1648674000000,2022-04-02T18:00:00+09:00,yaoko00006,cloud,30
1648674000000,2022-04-02T18:30:00+09:00,yaoko00006,cloud,38
1648674000000,2022-04-02T19:00:00+09:00,yaoko00006,cloud,45
1648674000000,2022-04-02T19:30:00+09:00,yaoko00006,cloud,45
1648674000000,2022-04-02T20:00:00+09:00,yaoko00006,cloud,44
1648674000000,2022-04-02T20:30:00+09:00,yaoko00006,cloud,42
1648674000000,2022-04-02T21:00:00+09:00,yaoko00006,cloud,40
1648674000000,2022-04-02T21:30:00+09:00,yaoko00006,cloud,42
1648674000000,2022-04-02T22:00:00+09:00,yaoko00006,cloud,43
1648674000000,2022-04-02T22:30:00+09:00,yaoko00006,cloud,46
1648674000000,2022-04-02T23:00:00+09:00,yaoko00006,cloud,48
1648674000000,2022-04-02T23:30:00+09:00,yaoko00006,cloud,53
1648760400000,2022-04-03T00:00:00+09:00,yaoko00006,cloud,50
1648760400000,2022-04-03T00:30:00+09:00,yaoko00006,cloud,50
1648760400000,2022-04-03T01:00:00+09:00,yaoko00006,cloud,50
1648760400000,2022-04-03T01:30:00+09:00,yaoko00006,cloud,46
1648760400000,2022-04-03T02:00:00+09:00,yaoko00006,cloud,42
1648760400000,2022-04-03T02:30:00+09:00,yaoko00006,cloud,37
1648760400000,2022-04-03T03:00:00+09:00,yaoko00006,cloud,32
1648760400000,2022-04-03T03:30:00+09:00,yaoko00006,cloud,26
1648760400000,2022-04-03T04:00:00+09:00,yaoko00006,cloud,21
1648760400000,2022-04-03T04:30:00+09:00,yaoko00006,cloud,16
1648760400000,2022-04-03T05:00:00+09:00,yaoko00006,cloud,12
1648760400000,2022-04-03T05:30:00+09:00,yaoko00006,cloud,7
1648760400000,2022-04-03T06:00:00+09:00,yaoko00006,cloud,3
1648760400000,2022-04-03T06:30:00+09:00,yaoko00006,cloud,1
1648760400000,2022-04-03T07:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T07:30:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T08:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T08:30:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T09:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T09:30:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T10:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T10:30:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T11:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T11:30:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T12:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T12:30:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T13:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T13:30:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T14:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T14:30:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T15:00:00+09:00,yaoko00006,cloud,0
1648760400000,2022-04-03T15:30:00+09:00,yaoko00006,cloud,4
1648760400000,2022-04-03T16:00:00+09:00,yaoko00006,cloud,8
1648760400000,2022-04-03T16:30:00+09:00,yaoko00006,cloud,16
1648760400000,2022-04-03T17:00:00+09:00,yaoko00006,cloud,23
1648760400000,2022-04-03T17:30:00+09:00,yaoko00006,cloud,28
1648760400000,2022-04-03T18:00:00+09:00,yaoko00006,cloud,33
1648760400000,2022-04-03T18:30:00+09:00,yaoko00006,cloud,34
1648760400000,2022-04-03T19:00:00+09:00,yaoko00006,cloud,36
1648760400000,2022-04-03T19:30:00+09:00,yaoko00006,cloud,39
1648760400000,2022-04-03T20:00:00+09:00,yaoko00006,cloud,42
1648760400000,2022-04-03T20:30:00+09:00,yaoko00006,cloud,43
1648760400000,2022-04-03T21:00:00+09:00,yaoko00006,cloud,45
1648760400000,2022-04-03T21:30:00+09:00,yaoko00006,cloud,47
1648760400000,2022-04-03T22:00:00+09:00,yaoko00006,cloud,50
1648760400000,2022-04-03T22:30:00+09:00,yaoko00006,cloud,46
1648760400000,2022-04-03T23:00:00+09:00,yaoko00006,cloud,42
1648760400000,2022-04-03T23:30:00+09:00,yaoko00006,cloud,37
1648846800000,2022-04-04T00:00:00+09:00,yaoko00006,cloud,50
1648846800000,2022-04-04T00:30:00+09:00,yaoko00006,cloud,54
1648846800000,2022-04-04T01:00:00+09:00,yaoko00006,cloud,58
