"time","datetime","location","element","temperature(℃)"
1648242000000,2022-03-28T06:30:00+09:00,yaoko00006,temperature,8.67
1648242000000,2022-03-28T07:00:00+09:00,yaoko00006,temperature,10.06
1648242000000,2022-03-28T07:30:00+09:00,yaoko00006,temperature,10.96
1648242000000,2022-03-28T08:00:00+09:00,yaoko00006,temperature,11.87
1648242000000,2022-03-28T08:30:00+09:00,yaoko00006,temperature,12.35
1648242000000,2022-03-28T09:00:00+09:00,yaoko00006,temperature,12.83
1648242000000,2022-03-28T09:30:00+09:00,yaoko00006,temperature,13.1
1648242000000,2022-03-28T10:00:00+09:00,yaoko00006,temperature,13.37
1648242000000,2022-03-28T10:30:00+09:00,yaoko00006,temperature,13.44
1648242000000,2022-03-28T11:00:00+09:00,yaoko00006,temperature,13.51
1648242000000,2022-03-28T11:30:00+09:00,yaoko00006,temperature,13.65
1648242000000,2022-03-28T12:00:00+09:00,yaoko00006,temperature,13.8
1648242000000,2022-03-28T12:30:00+09:00,yaoko00006,temperature,13.9
1648242000000,2022-03-28T13:00:00+09:00,yaoko00006,temperature,14.01
1648242000000,2022-03-28T13:30:00+09:00,yaoko00006,temperature,13.92
1648242000000,2022-03-28T14:00:00+09:00,yaoko00006,temperature,13.82
1648242000000,2022-03-28T14:30:00+09:00,yaoko00006,temperature,13.61
1648242000000,2022-03-28T15:00:00+09:00,yaoko00006,temperature,13.4
1648242000000,2022-03-28T15:30:00+09:00,yaoko00006,temperature,13.04
1648242000000,2022-03-28T16:00:00+09:00,yaoko00006,temperature,12.68
1648242000000,2022-03-28T16:30:00+09:00,yaoko00006,temperature,12.17
1648242000000,2022-03-28T17:00:00+09:00,yaoko00006,temperature,11.67
1648242000000,2022-03-28T17:30:00+09:00,yaoko00006,temperature,11.06
1648242000000,2022-03-28T18:00:00+09:00,yaoko00006,temperature,10.46
1648242000000,2022-03-28T18:30:00+09:00,yaoko00006,temperature,10.14
1648242000000,2022-03-28T19:00:00+09:00,yaoko00006,temperature,9.81
1648242000000,2022-03-28T19:30:00+09:00,yaoko00006,temperature,9.54
1648242000000,2022-03-28T20:00:00+09:00,yaoko00006,temperature,9.27
1648242000000,2022-03-28T20:30:00+09:00,yaoko00006,temperature,8.97
1648242000000,2022-03-28T21:00:00+09:00,yaoko00006,temperature,8.67
1648242000000,2022-03-28T21:30:00+09:00,yaoko00006,temperature,8.41
1648242000000,2022-03-28T22:00:00+09:00,yaoko00006,temperature,8.15
1648242000000,2022-03-28T22:30:00+09:00,yaoko00006,temperature,7.89
1648242000000,2022-03-28T23:00:00+09:00,yaoko00006,temperature,7.63
1648242000000,2022-03-28T23:30:00+09:00,yaoko00006,temperature,7.35
1648328400000,2022-03-29T00:00:00+09:00,yaoko00006,temperature,6.37
1648328400000,2022-03-29T00:30:00+09:00,yaoko00006,temperature,6.08
1648328400000,2022-03-29T01:00:00+09:00,yaoko00006,temperature,5.79
1648328400000,2022-03-29T01:30:00+09:00,yaoko00006,temperature,5.59
1648328400000,2022-03-29T02:00:00+09:00,yaoko00006,temperature,5.38
1648328400000,2022-03-29T02:30:00+09:00,yaoko00006,temperature,5.21
1648328400000,2022-03-29T03:00:00+09:00,yaoko00006,temperature,5.05
1648328400000,2022-03-29T03:30:00+09:00,yaoko00006,temperature,4.9
1648328400000,2022-03-29T04:00:00+09:00,yaoko00006,temperature,4.76
1648328400000,2022-03-29T04:30:00+09:00,yaoko00006,temperature,4.58
1648328400000,2022-03-29T05:00:00+09:00,yaoko00006,temperature,4.4
1648328400000,2022-03-29T05:30:00+09:00,yaoko00006,temperature,4.33
1648328400000,2022-03-29T06:00:00+09:00,yaoko00006,temperature,4.26
1648328400000,2022-03-29T06:30:00+09:00,yaoko00006,temperature,5.1
1648328400000,2022-03-29T07:00:00+09:00,yaoko00006,temperature,5.93
1648328400000,2022-03-29T07:30:00+09:00,yaoko00006,temperature,6.82
1648328400000,2022-03-29T08:00:00+09:00,yaoko00006,temperature,7.7
1648328400000,2022-03-29T08:30:00+09:00,yaoko00006,temperature,8.46
1648328400000,2022-03-29T09:00:00+09:00,yaoko00006,temperature,9.21
1648328400000,2022-03-29T09:30:00+09:00,yaoko00006,temperature,9.87
1648328400000,2022-03-29T10:00:00+09:00,yaoko00006,temperature,10.53
1648328400000,2022-03-29T10:30:00+09:00,yaoko00006,temperature,11.02
1648328400000,2022-03-29T11:00:00+09:00,yaoko00006,temperature,11.5
1648328400000,2022-03-29T11:30:00+09:00,yaoko00006,temperature,11.95
1648328400000,2022-03-29T12:00:00+09:00,yaoko00006,temperature,12.4
1648328400000,2022-03-29T12:30:00+09:00,yaoko00006,temperature,12.81
1648328400000,2022-03-29T13:00:00+09:00,yaoko00006,temperature,13.22
1648328400000,2022-03-29T13:30:00+09:00,yaoko00006,temperature,13.52
1648328400000,2022-03-29T14:00:00+09:00,yaoko00006,temperature,13.83
1648328400000,2022-03-29T14:30:00+09:00,yaoko00006,temperature,14.04
1648328400000,2022-03-29T15:00:00+09:00,yaoko00006,temperature,14.25
1648328400000,2022-03-29T15:30:00+09:00,yaoko00006,temperature,14.09
1648328400000,2022-03-29T16:00:00+09:00,yaoko00006,temperature,13.93
1648328400000,2022-03-29T16:30:00+09:00,yaoko00006,temperature,13.58
1648328400000,2022-03-29T17:00:00+09:00,yaoko00006,temperature,13.24
1648328400000,2022-03-29T17:30:00+09:00,yaoko00006,temperature,12.77
1648328400000,2022-03-29T18:00:00+09:00,yaoko00006,temperature,12.31
1648328400000,2022-03-29T18:30:00+09:00,yaoko00006,temperature,12.06
1648328400000,2022-03-29T19:00:00+09:00,yaoko00006,temperature,11.82
1648328400000,2022-03-29T19:30:00+09:00,yaoko00006,temperature,11.64
1648328400000,2022-03-29T20:00:00+09:00,yaoko00006,temperature,11.46
1648328400000,2022-03-29T20:30:00+09:00,yaoko00006,temperature,11.25
1648328400000,2022-03-29T21:00:00+09:00,yaoko00006,temperature,11.04
1648328400000,2022-03-29T21:30:00+09:00,yaoko00006,temperature,10.81
1648328400000,2022-03-29T22:00:00+09:00,yaoko00006,temperature,10.58
1648328400000,2022-03-29T22:30:00+09:00,yaoko00006,temperature,10.28
1648328400000,2022-03-29T23:00:00+09:00,yaoko00006,temperature,9.98
1648328400000,2022-03-29T23:30:00+09:00,yaoko00006,temperature,9.67
1648414800000,2022-03-30T00:00:00+09:00,yaoko00006,temperature,9.39
1648414800000,2022-03-30T00:30:00+09:00,yaoko00006,temperature,9.27
1648414800000,2022-03-30T01:00:00+09:00,yaoko00006,temperature,9.15
1648414800000,2022-03-30T01:30:00+09:00,yaoko00006,temperature,9.02
1648414800000,2022-03-30T02:00:00+09:00,yaoko00006,temperature,8.89
1648414800000,2022-03-30T02:30:00+09:00,yaoko00006,temperature,8.78
1648414800000,2022-03-30T03:00:00+09:00,yaoko00006,temperature,8.67
1648414800000,2022-03-30T03:30:00+09:00,yaoko00006,temperature,8.57
1648414800000,2022-03-30T04:00:00+09:00,yaoko00006,temperature,8.47
1648414800000,2022-03-30T04:30:00+09:00,yaoko00006,temperature,8.38
1648414800000,2022-03-30T05:00:00+09:00,yaoko00006,temperature,8.28
1648414800000,2022-03-30T05:30:00+09:00,yaoko00006,temperature,8.23
1648414800000,2022-03-30T06:00:00+09:00,yaoko00006,temperature,8.18
1648414800000,2022-03-30T06:30:00+09:00,yaoko00006,temperature,8.57
1648414800000,2022-03-30T07:00:00+09:00,yaoko00006,temperature,8.96
1648414800000,2022-03-30T07:30:00+09:00,yaoko00006,temperature,9.69
1648414800000,2022-03-30T08:00:00+09:00,yaoko00006,temperature,10.43
1648414800000,2022-03-30T08:30:00+09:00,yaoko00006,temperature,11.21
1648414800000,2022-03-30T09:00:00+09:00,yaoko00006,temperature,12
1648414800000,2022-03-30T09:30:00+09:00,yaoko00006,temperature,12.54
1648414800000,2022-03-30T10:00:00+09:00,yaoko00006,temperature,13.08
1648414800000,2022-03-30T10:30:00+09:00,yaoko00006,temperature,13.6
1648414800000,2022-03-30T11:00:00+09:00,yaoko00006,temperature,14.11
1648414800000,2022-03-30T11:30:00+09:00,yaoko00006,temperature,14.64
1648414800000,2022-03-30T12:00:00+09:00,yaoko00006,temperature,15.16
1648414800000,2022-03-30T12:30:00+09:00,yaoko00006,temperature,15.62
1648414800000,2022-03-30T13:00:00+09:00,yaoko00006,temperature,16.08
1648414800000,2022-03-30T13:30:00+09:00,yaoko00006,temperature,16.43
1648414800000,2022-03-30T14:00:00+09:00,yaoko00006,temperature,16.78
1648414800000,2022-03-30T14:30:00+09:00,yaoko00006,temperature,16.94
1648414800000,2022-03-30T15:00:00+09:00,yaoko00006,temperature,17.09
1648414800000,2022-03-30T15:30:00+09:00,yaoko00006,temperature,17.01
1648414800000,2022-03-30T16:00:00+09:00,yaoko00006,temperature,16.93
1648414800000,2022-03-30T16:30:00+09:00,yaoko00006,temperature,16.61
1648414800000,2022-03-30T17:00:00+09:00,yaoko00006,temperature,16.3
1648414800000,2022-03-30T17:30:00+09:00,yaoko00006,temperature,15.9
1648414800000,2022-03-30T18:00:00+09:00,yaoko00006,temperature,15.5
1648414800000,2022-03-30T18:30:00+09:00,yaoko00006,temperature,15.36
1648414800000,2022-03-30T19:00:00+09:00,yaoko00006,temperature,15.23
1648414800000,2022-03-30T19:30:00+09:00,yaoko00006,temperature,15.19
1648414800000,2022-03-30T20:00:00+09:00,yaoko00006,temperature,15.15
1648414800000,2022-03-30T20:30:00+09:00,yaoko00006,temperature,15.03
1648414800000,2022-03-30T21:00:00+09:00,yaoko00006,temperature,14.91
1648414800000,2022-03-30T21:30:00+09:00,yaoko00006,temperature,14.75
1648414800000,2022-03-30T22:00:00+09:00,yaoko00006,temperature,14.59
1648414800000,2022-03-30T22:30:00+09:00,yaoko00006,temperature,14.41
1648414800000,2022-03-30T23:00:00+09:00,yaoko00006,temperature,14.23
1648414800000,2022-03-30T23:30:00+09:00,yaoko00006,temperature,13.97
1648501200000,2022-03-31T00:00:00+09:00,yaoko00006,temperature,13.18
1648501200000,2022-03-31T00:30:00+09:00,yaoko00006,temperature,12.85
1648501200000,2022-03-31T01:00:00+09:00,yaoko00006,temperature,12.52
1648501200000,2022-03-31T01:30:00+09:00,yaoko00006,temperature,12.24
1648501200000,2022-03-31T02:00:00+09:00,yaoko00006,temperature,11.97
1648501200000,2022-03-31T02:30:00+09:00,yaoko00006,temperature,11.66
1648501200000,2022-03-31T03:00:00+09:00,yaoko00006,temperature,11.35
1648501200000,2022-03-31T03:30:00+09:00,yaoko00006,temperature,11.07
1648501200000,2022-03-31T04:00:00+09:00,yaoko00006,temperature,10.78
1648501200000,2022-03-31T04:30:00+09:00,yaoko00006,temperature,10.69
1648501200000,2022-03-31T05:00:00+09:00,yaoko00006,temperature,10.6
1648501200000,2022-03-31T05:30:00+09:00,yaoko00006,temperature,10.67
1648501200000,2022-03-31T06:00:00+09:00,yaoko00006,temperature,10.74
1648501200000,2022-03-31T06:30:00+09:00,yaoko00006,temperature,11.32
1648501200000,2022-03-31T07:00:00+09:00,yaoko00006,temperature,11.9
1648501200000,2022-03-31T07:30:00+09:00,yaoko00006,temperature,12.7
1648501200000,2022-03-31T08:00:00+09:00,yaoko00006,temperature,13.51
1648501200000,2022-03-31T08:30:00+09:00,yaoko00006,temperature,14.2
1648501200000,2022-03-31T09:00:00+09:00,yaoko00006,temperature,14.89
1648501200000,2022-03-31T09:30:00+09:00,yaoko00006,temperature,15.37
1648501200000,2022-03-31T10:00:00+09:00,yaoko00006,temperature,15.85
1648501200000,2022-03-31T10:30:00+09:00,yaoko00006,temperature,16.57
1648501200000,2022-03-31T11:00:00+09:00,yaoko00006,temperature,17.29
1648501200000,2022-03-31T11:30:00+09:00,yaoko00006,temperature,17.95
1648501200000,2022-03-31T12:00:00+09:00,yaoko00006,temperature,18.61
1648501200000,2022-03-31T12:30:00+09:00,yaoko00006,temperature,19.09
1648501200000,2022-03-31T13:00:00+09:00,yaoko00006,temperature,19.56
1648501200000,2022-03-31T13:30:00+09:00,yaoko00006,temperature,19.91
1648501200000,2022-03-31T14:00:00+09:00,yaoko00006,temperature,20.26
1648501200000,2022-03-31T14:30:00+09:00,yaoko00006,temperature,20.36
1648501200000,2022-03-31T15:00:00+09:00,yaoko00006,temperature,20.46
1648501200000,2022-03-31T15:30:00+09:00,yaoko00006,temperature,20.13
1648501200000,2022-03-31T16:00:00+09:00,yaoko00006,temperature,19.79
1648501200000,2022-03-31T16:30:00+09:00,yaoko00006,temperature,19.43
1648501200000,2022-03-31T17:00:00+09:00,yaoko00006,temperature,19.06
1648501200000,2022-03-31T17:30:00+09:00,yaoko00006,temperature,18.46
1648501200000,2022-03-31T18:00:00+09:00,yaoko00006,temperature,17.85
1648501200000,2022-03-31T18:30:00+09:00,yaoko00006,temperature,17.59
1648501200000,2022-03-31T19:00:00+09:00,yaoko00006,temperature,17.33
1648501200000,2022-03-31T19:30:00+09:00,yaoko00006,temperature,17.09
1648501200000,2022-03-31T20:00:00+09:00,yaoko00006,temperature,16.84
1648501200000,2022-03-31T20:30:00+09:00,yaoko00006,temperature,16.34
1648501200000,2022-03-31T21:00:00+09:00,yaoko00006,temperature,15.85
1648501200000,2022-03-31T21:30:00+09:00,yaoko00006,temperature,15.14
1648501200000,2022-03-31T22:00:00+09:00,yaoko00006,temperature,14.43
1648501200000,2022-03-31T22:30:00+09:00,yaoko00006,temperature,13.76
1648501200000,2022-03-31T23:00:00+09:00,yaoko00006,temperature,13.1
1648501200000,2022-03-31T23:30:00+09:00,yaoko00006,temperature,12.46
1648587600000,2022-04-01T00:00:00+09:00,yaoko00006,temperature,10.91
1648587600000,2022-04-01T00:30:00+09:00,yaoko00006,temperature,10.86
1648587600000,2022-04-01T01:00:00+09:00,yaoko00006,temperature,10.81
1648587600000,2022-04-01T01:30:00+09:00,yaoko00006,temperature,10.7
1648587600000,2022-04-01T02:00:00+09:00,yaoko00006,temperature,10.6
1648587600000,2022-04-01T02:30:00+09:00,yaoko00006,temperature,10.4
1648587600000,2022-04-01T03:00:00+09:00,yaoko00006,temperature,10.2
1648587600000,2022-04-01T03:30:00+09:00,yaoko00006,temperature,9.81
1648587600000,2022-04-01T04:00:00+09:00,yaoko00006,temperature,9.42
1648587600000,2022-04-01T04:30:00+09:00,yaoko00006,temperature,9
1648587600000,2022-04-01T05:00:00+09:00,yaoko00006,temperature,8.59
1648587600000,2022-04-01T05:30:00+09:00,yaoko00006,temperature,8.18
1648587600000,2022-04-01T06:00:00+09:00,yaoko00006,temperature,7.78
1648587600000,2022-04-01T06:30:00+09:00,yaoko00006,temperature,7.6
1648587600000,2022-04-01T07:00:00+09:00,yaoko00006,temperature,7.42
1648587600000,2022-04-01T07:30:00+09:00,yaoko00006,temperature,7.62
1648587600000,2022-04-01T08:00:00+09:00,yaoko00006,temperature,7.82
1648587600000,2022-04-01T08:30:00+09:00,yaoko00006,temperature,8.26
1648587600000,2022-04-01T09:00:00+09:00,yaoko00006,temperature,8.71
1648587600000,2022-04-01T09:30:00+09:00,yaoko00006,temperature,9.12
1648587600000,2022-04-01T10:00:00+09:00,yaoko00006,temperature,9.52
1648587600000,2022-04-01T10:30:00+09:00,yaoko00006,temperature,9.9
1648587600000,2022-04-01T11:00:00+09:00,yaoko00006,temperature,10.28
1648587600000,2022-04-01T11:30:00+09:00,yaoko00006,temperature,10.56
1648587600000,2022-04-01T12:00:00+09:00,yaoko00006,temperature,10.84
1648587600000,2022-04-01T12:30:00+09:00,yaoko00006,temperature,10.98
1648587600000,2022-04-01T13:00:00+09:00,yaoko00006,temperature,11.11
1648587600000,2022-04-01T13:30:00+09:00,yaoko00006,temperature,11.08
1648587600000,2022-04-01T14:00:00+09:00,yaoko00006,temperature,11.04
1648587600000,2022-04-01T14:30:00+09:00,yaoko00006,temperature,10.84
1648587600000,2022-04-01T15:00:00+09:00,yaoko00006,temperature,10.63
1648587600000,2022-04-01T15:30:00+09:00,yaoko00006,temperature,10.24
1648587600000,2022-04-01T16:00:00+09:00,yaoko00006,temperature,9.84
1648587600000,2022-04-01T16:30:00+09:00,yaoko00006,temperature,9.22
1648587600000,2022-04-01T17:00:00+09:00,yaoko00006,temperature,8.59
1648587600000,2022-04-01T17:30:00+09:00,yaoko00006,temperature,7.88
1648587600000,2022-04-01T18:00:00+09:00,yaoko00006,temperature,7.16
1648587600000,2022-04-01T18:30:00+09:00,yaoko00006,temperature,6.75
1648587600000,2022-04-01T19:00:00+09:00,yaoko00006,temperature,6.34
1648587600000,2022-04-01T19:30:00+09:00,yaoko00006,temperature,6.01
1648587600000,2022-04-01T20:00:00+09:00,yaoko00006,temperature,5.69
1648587600000,2022-04-01T20:30:00+09:00,yaoko00006,temperature,5.45
1648587600000,2022-04-01T21:00:00+09:00,yaoko00006,temperature,5.22
1648587600000,2022-04-01T21:30:00+09:00,yaoko00006,temperature,5
1648587600000,2022-04-01T22:00:00+09:00,yaoko00006,temperature,4.78
1648587600000,2022-04-01T22:30:00+09:00,yaoko00006,temperature,4.57
1648587600000,2022-04-01T23:00:00+09:00,yaoko00006,temperature,4.36
1648587600000,2022-04-01T23:30:00+09:00,yaoko00006,temperature,4.1
1648674000000,2022-04-02T00:00:00+09:00,yaoko00006,temperature,3.74
1648674000000,2022-04-02T00:30:00+09:00,yaoko00006,temperature,3.45
1648674000000,2022-04-02T01:00:00+09:00,yaoko00006,temperature,3.16
1648674000000,2022-04-02T01:30:00+09:00,yaoko00006,temperature,2.81
1648674000000,2022-04-02T02:00:00+09:00,yaoko00006,temperature,2.47
1648674000000,2022-04-02T02:30:00+09:00,yaoko00006,temperature,2.05
1648674000000,2022-04-02T03:00:00+09:00,yaoko00006,temperature,1.64
1648674000000,2022-04-02T03:30:00+09:00,yaoko00006,temperature,1.21
1648674000000,2022-04-02T04:00:00+09:00,yaoko00006,temperature,0.77
1648674000000,2022-04-02T04:30:00+09:00,yaoko00006,temperature,0.41
1648674000000,2022-04-02T05:00:00+09:00,yaoko00006,temperature,0.05
1648674000000,2022-04-02T05:30:00+09:00,yaoko00006,temperature,-0.04
1648674000000,2022-04-02T06:00:00+09:00,yaoko00006,temperature,-0.13
1648674000000,2022-04-02T06:30:00+09:00,yaoko00006,temperature,0.98
1648674000000,2022-04-02T07:00:00+09:00,yaoko00006,temperature,2.1
1648674000000,2022-04-02T07:30:00+09:00,yaoko00006,temperature,3.05
1648674000000,2022-04-02T08:00:00+09:00,yaoko00006,temperature,4.01
1648674000000,2022-04-02T08:30:00+09:00,yaoko00006,temperature,4.86
1648674000000,2022-04-02T09:00:00+09:00,yaoko00006,temperature,5.72
1648674000000,2022-04-02T09:30:00+09:00,yaoko00006,temperature,6.45
1648674000000,2022-04-02T10:00:00+09:00,yaoko00006,temperature,7.18
1648674000000,2022-04-02T10:30:00+09:00,yaoko00006,temperature,7.86
1648674000000,2022-04-02T11:00:00+09:00,yaoko00006,temperature,8.55
1648674000000,2022-04-02T11:30:00+09:00,yaoko00006,temperature,9.16
1648674000000,2022-04-02T12:00:00+09:00,yaoko00006,temperature,9.78
1648674000000,2022-04-02T12:30:00+09:00,yaoko00006,temperature,10.27
1648674000000,2022-04-02T13:00:00+09:00,yaoko00006,temperature,10.76
1648674000000,2022-04-02T13:30:00+09:00,yaoko00006,temperature,11.04
1648674000000,2022-04-02T14:00:00+09:00,yaoko00006,temperature,11.32
1648674000000,2022-04-02T14:30:00+09:00,yaoko00006,temperature,11.4
1648674000000,2022-04-02T15:00:00+09:00,yaoko00006,temperature,11.47
1648674000000,2022-04-02T15:30:00+09:00,yaoko00006,temperature,11.3
1648674000000,2022-04-02T16:00:00+09:00,yaoko00006,temperature,11.13
1648674000000,2022-04-02T16:30:00+09:00,yaoko00006,temperature,10.73
1648674000000,2022-04-02T17:00:00+09:00,yaoko00006,temperature,10.34
1648674000000,2022-04-02T17:30:00+09:00,yaoko00006,temperature,9.86
1648674000000,2022-04-02T18:00:00+09:00,yaoko00006,temperature,9.39
1648674000000,2022-04-02T18:30:00+09:00,yaoko00006,temperature,9.16
1648674000000,2022-04-02T19:00:00+09:00,yaoko00006,temperature,8.94
1648674000000,2022-04-02T19:30:00+09:00,yaoko00006,temperature,8.71
1648674000000,2022-04-02T20:00:00+09:00,yaoko00006,temperature,8.49
1648674000000,2022-04-02T20:30:00+09:00,yaoko00006,temperature,8.22
1648674000000,2022-04-02T21:00:00+09:00,yaoko00006,temperature,7.96
1648674000000,2022-04-02T21:30:00+09:00,yaoko00006,temperature,7.66
1648674000000,2022-04-02T22:00:00+09:00,yaoko00006,temperature,7.36
1648674000000,2022-04-02T22:30:00+09:00,yaoko00006,temperature,7.05
1648674000000,2022-04-02T23:00:00+09:00,yaoko00006,temperature,6.73
1648674000000,2022-04-02T23:30:00+09:00,yaoko00006,temperature,6.46
1648760400000,2022-04-03T00:00:00+09:00,yaoko00006,temperature,6.25
1648760400000,2022-04-03T00:30:00+09:00,yaoko00006,temperature,5.95
1648760400000,2022-04-03T01:00:00+09:00,yaoko00006,temperature,5.65
1648760400000,2022-04-03T01:30:00+09:00,yaoko00006,temperature,5.38
1648760400000,2022-04-03T02:00:00+09:00,yaoko00006,temperature,5.12
1648760400000,2022-04-03T02:30:00+09:00,yaoko00006,temperature,4.86
1648760400000,2022-04-03T03:00:00+09:00,yaoko00006,temperature,4.59
1648760400000,2022-04-03T03:30:00+09:00,yaoko00006,temperature,4.29
1648760400000,2022-04-03T04:00:00+09:00,yaoko00006,temperature,4
1648760400000,2022-04-03T04:30:00+09:00,yaoko00006,temperature,3.68
1648760400000,2022-04-03T05:00:00+09:00,yaoko00006,temperature,3.36
1648760400000,2022-04-03T05:30:00+09:00,yaoko00006,temperature,3.2
1648760400000,2022-04-03T06:00:00+09:00,yaoko00006,temperature,3.03
1648760400000,2022-04-03T06:30:00+09:00,yaoko00006,temperature,3.98
1648760400000,2022-04-03T07:00:00+09:00,yaoko00006,temperature,4.92
1648760400000,2022-04-03T07:30:00+09:00,yaoko00006,temperature,6.04
1648760400000,2022-04-03T08:00:00+09:00,yaoko00006,temperature,7.15
1648760400000,2022-04-03T08:30:00+09:00,yaoko00006,temperature,8.02
1648760400000,2022-04-03T09:00:00+09:00,yaoko00006,temperature,8.89
1648760400000,2022-04-03T09:30:00+09:00,yaoko00006,temperature,9.69
1648760400000,2022-04-03T10:00:00+09:00,yaoko00006,temperature,10.48
1648760400000,2022-04-03T10:30:00+09:00,yaoko00006,temperature,11.23
1648760400000,2022-04-03T11:00:00+09:00,yaoko00006,temperature,11.98
1648760400000,2022-04-03T11:30:00+09:00,yaoko00006,temperature,12.57
1648760400000,2022-04-03T12:00:00+09:00,yaoko00006,temperature,13.17
1648760400000,2022-04-03T12:30:00+09:00,yaoko00006,temperature,13.61
1648760400000,2022-04-03T13:00:00+09:00,yaoko00006,temperature,14.06
1648760400000,2022-04-03T13:30:00+09:00,yaoko00006,temperature,14.32
1648760400000,2022-04-03T14:00:00+09:00,yaoko00006,temperature,14.58
1648760400000,2022-04-03T14:30:00+09:00,yaoko00006,temperature,14.65
1648760400000,2022-04-03T15:00:00+09:00,yaoko00006,temperature,14.71
